1.029169,0.1582799,0.8943896,0.703627,0.4000691,0.0126605
1.0228,0.1582799,0.3694425,0.9620963,0.4000691,0.01858842
1.012042,0.5410027,0.4365923,0.7334908,0.3777493,0.0140785
1.008369,0.7010618,0.3992452,0.703627,0.2782246,0.009157896
1.040956,0.1582799,0.8943896,0.5932495,0.1832592,0.01033378
1.029169,0.1582799,0.9164184,0.703627,0.4000691,0.02290332
1.007982,0.1582799,0.8943896,0.8030837,0.4000691,0.001258492
1.029169,0.3711807,0.8943896,0.2802431,0.4000691,0.001639247
1.008004,0.5961916,0.8943896,0.703627,0.4000691,0.001728654
1.011499,0.947281,0.5558308,0.703627,0.4000691,0.004146099
1.029169,0.1582799,0.8860576,0.703627,0.4006758,0.02257586
1.029169,0.03486228,0.874994,0.703627,0.4000691,0.0004906654
1.011785,0.03486228,0.874994,0.2844902,0.04075754,0.0004906654
1.011785,0.6615721,0.874994,0.2844902,0.2561714,0.0004906654
1.026329,0.7647138,0.2551135,0.1689885,0.01307881,0.0004906654
1.032916,0.03486228,0.874994,0.9785262,0.04075754,0.0004906654
1.011785,0.03486228,0.874994,0.9730633,0.04075754,0.0004906654
1.009235,0.0980283,0.8704733,0.2844902,0.5891146,0.0004906654
1.046697,0.09225774,0.874994,0.2844902,0.04075754,0.0004906654
1.011785,0.03486228,0.2837883,0.1020942,0.04075754,0.0004906654
1.011785,0.2966315,0.874994,0.2844902,0.8286065,0.0004906654
1.011785,0.03486228,0.8528534,0.5666106,0.3476825,0.0004906654
1.011785,0.7521634,0.874994,0.2844902,0.04075754,0.0004906654
1.045775,0.03486228,0.874994,0.3427816,0.04075754,0.0004906654
1.011785,0.03486228,0.874994,0.2844902,0.04075754,0.0004906654
1.011785,0.6867106,0.3006122,0.380219,0.04075754,0.0004906654
1.010091,0.03486228,0.7410393,0.2844902,0.04075754,0.0004906654
1.011785,0.5303981,0.874994,0.3347082,0.02566373,0.0004906654
1.011785,0.5435304,0.874994,0.6024744,0.04075754,0.0004906654
1.018594,0.03486228,0.8834033,0.2844902,0.04075754,0.0004906654
1.048132,0.5205656,0.4116965,0.2844902,0.04075754,0.0004906654
1.011785,0.01414311,0.874994,0.4140657,0.9599209,0.0004906654
1.00726,0.9176872,0.5993939,0.2844902,0.57572,0.0004906654
1.024898,0.03486228,0.1594604,0.03347528,0.03514123,0.0004906654
1.011785,0.8765513,0.95213,0.2733178,0.04075754,0.0004906654
1.011785,0.03486228,0.6596396,0.2991031,0.04075754,0.0004906654
1.012739,0.9816509,0.4260404,0.2844902,0.04075754,0.0004906654
1.011785,0.1438724,0.6974795,0.2844902,0.8999106,0.0004906654
1.01847,0.7399012,0.1943473,0.2844902,0.04075754,0.0004906654
1.011559,0.03486228,0.874994,0.03785896,0.04075754,0.0004906654
1.028866,0.2773517,0.1087531,0.4355778,0.04075754,0.0004906654
1.00728,0.03486228,0.7787973,0.2844902,0.9932492,0.0004906654
1.0228,0.9167737,0.874994,0.9620963,0.04075754,0.0004906654
1.026598,0.03486228,0.874994,0.2844902,0.04075754,0.0004906654
1.011785,0.03486228,0.835153,0.9070928,0.04075754,0.0004906654
1.028283,0.1230274,0.874994,0.8760378,0.6902182,0.0004906654
1.011785,0.7710674,0.6470188,0.2844902,0.601238,0.0004906654
1.011785,0.03486228,0.874994,0.2844902,0.04075754,0.0004906654
1.011785,0.5410027,0.4365923,0.7334908,0.3777493,0.0004906654
1.011785,0.03486228,0.319714,0.2998336,0.4259639,0.0004906654
1.02951,0.6906176,0.7119964,0.2844902,0.8318485,0.0004906654
1.011785,0.8938715,0.3441917,0.2844902,0.4691883,0.0004906654
1.011785,0.03486228,0.3613154,0.9470458,0.04075754,0.0004906654
1.008369,0.03486228,0.3992452,0.7081368,0.2782246,0.0004906654
1.019382,0.03486228,0.5377051,0.7049639,0.3294117,0.003210545
1.020568,0.007005692,0.3767481,0.2844902,0.5238097,0.0004906654
1.011785,0.1181463,0.6150492,0.9075984,0.6305205,0.0004906654
1.009482,0.03486228,0.874994,0.2844902,0.04075754,0.0004906654
1.011785,0.307992,0.09368587,0.2844902,0.4529476,0.0004906654
1.018286,0.03486228,0.3205977,0.2844902,0.04075754,0.0004906654
1.047197,0.3812935,0.874994,0.6112974,0.04075754,0.0004906654
1.011785,0.7916385,0.2608168,0.2844902,0.8273455,0.0004906654
1.011581,0.03486228,0.874994,0.2844902,0.4191815,0.0004906654
1.026688,0.21589,0.874994,0.2844902,0.04075754,0.0004906654
1.010203,0.8097051,0.874994,0.7830803,0.9755583,0.0004906654
